id,cardnumber,name,team,position,series,manufacturer,year,set,tcdb
2021-Topps-MLS-NP-NL,NP-NL,Nicolás Lodeiro,Seattle Sounders,,1,Topps,2021,Nameplate Patches,
2021-Topps-MLS-NP-RP,NP-RP,Rodolfo Pizarro,Inter Miami,,1,Topps,2021,Nameplate Patches,
2021-Topps-MLS-NP-RR,NP-RR,Raúl Ruidíaz,Seattle Sounders,,1,Topps,2021,Nameplate Patches,
2021-Topps-MLS-NP-SF,NP-SF,Stefan Frei,Seattle Sounders,,1,Topps,2021,Nameplate Patches,
2021-Topps-MLS-NP-WZ,NP-WZ,Walker Zimmerman,Nashville FC,,1,Topps,2021,Nameplate Patches,
2021-Topps-MLS-T81-1,T81-1,Chicharito,LA Galaxy,,1,Topps,2021,1981 Topps,
2021-Topps-MLS-T81-2,T81-2,Johnny Russell,Sporting Kansas City,,1,Topps,2021,1981 Topps,
2021-Topps-MLS-T81-3,T81-3,Claudio Reyna,New York Red Bulls,,1,Topps,2021,1981 Topps,
2021-Topps-MLS-T81-4,T81-4,Carlos Vela,LAFC,,1,Topps,2021,1981 Topps,
2021-Topps-MLS-T81-5,T81-5,Jonathan dos Santos,LA Galaxy,,1,Topps,2021,1981 Topps,
2021-Topps-MLS-T81-6,T81-6,Ike Opara,Minnesota United,,1,Topps,2021,1981 Topps,
2021-Topps-MLS-T81-7,T81-7,Omar Gonzalez,Toronto FC,,1,Topps,2021,1981 Topps,
2021-Topps-MLS-T81-8,T81-8,Miles Robinson,Atlanta United,,1,Topps,2021,1981 Topps,
2021-Topps-MLS-T81-9,T81-9,Aaron Long,New York Red Bulls,,1,Topps,2021,1981 Topps,
2021-Topps-MLS-T81-10,T81-10,Steven Birnbaum,DC United,,1,Topps,2021,1981 Topps,
2021-Topps-MLS-T81-11,T81-11,Bill Hamid,,,1,Topps,2021,1981 Topps,
2021-Topps-MLS-T81-12,T81-12,Daniel Vega,San Jose Earthquakes,,1,Topps,2021,1981 Topps,
2021-Topps-MLS-T81-13,T81-13,Brad Guzan,Atlanta United,,1,Topps,2021,1981 Topps,
2021-Topps-MLS-T81-14,T81-14,Rodolfo Pizarro,Inter Miami FC,,1,Topps,2021,1981 Topps,
2021-Topps-MLS-T81-15,T81-15,Lucas Zelarayan,Columbus Crew,,1,Topps,2021,1981 Topps,
2021-Topps-MLS-T81-16,T81-16,Albert Rusnak,Real Salt Lake,,1,Topps,2021,1981 Topps,
2021-Topps-MLS-T81-17,T81-17,Gustavo Bou,New England Revolution,,1,Topps,2021,1981 Topps,
2021-Topps-MLS-T81-18,T81-18,Alan Pulido,Sporting Kansas City,,1,Topps,2021,1981 Topps,
2021-Topps-MLS-T81-19,T81-19,Jurgen Locadia,FC Cincinnati,,1,Topps,2021,1981 Topps,
2021-Topps-MLS-T81-20,T81-20,Robert Beric,Chicago Fire,,1,Topps,2021,1981 Topps,
2021-Topps-MLS-BCS-1,BCS-1,Carlos Vela,LAFC,,1,Topps,2021,Big City Strikers,
2021-Topps-MLS-BCS-2,BCS-2,Josef Martinez,Atlanta United,,1,Topps,2021,Big City Strikers,
2021-Topps-MLS-BCS-3,BCS-3,Chicharito,LA Galaxy,,1,Topps,2021,Big City Strikers,
2021-Topps-MLS-BCS-4,BCS-4,Alan Pulido,Sporting Kansas City,,1,Topps,2021,Big City Strikers,
2021-Topps-MLS-BCS-5,BCS-5,Darwin Quintero,Houston Dynamo,,1,Topps,2021,Big City Strikers,
2021-Topps-MLS-BCS-6,BCS-6,Gustavo Bou,New England Revolution,,1,Topps,2021,Big City Strikers,
2021-Topps-MLS-BCS-7,BCS-7,Diego Rossi,LAFC,,1,Topps,2021,Big City Strikers,
2021-Topps-MLS-BCS-8,BCS-8,Heber,New York City FC,,1,Topps,2021,Big City Strikers,
2021-Topps-MLS-BCS-9,BCS-9,Raúl Ruidíaz,Seattle Sounders,,1,Topps,2021,Big City Strikers,
2021-Topps-MLS-BCS-10,BCS-10,Jozy Altidore,Toronto FC,,1,Topps,2021,Big City Strikers,
2021-Topps-MLS-BCS-11,BCS-11,Jurgen Locadia,FC Cincinnati,,1,Topps,2021,Big City Strikers,
2021-Topps-MLS-BCS-12,BCS-12,Ola Kamara,DC United,,1,Topps,2021,Big City Strikers,
2021-Topps-MLS-BCS-13,BCS-13,Robert Beric,Chicago Fire,,1,Topps,2021,Big City Strikers,
2021-Topps-MLS-BCS-14,BCS-14,Kacper Przybylko,Philadelphia Union,,1,Topps,2021,Big City Strikers,
2021-Topps-MLS-BCS-15,BCS-15,Gyasi Zardes,Columbus Crew,,1,Topps,2021,Big City Strikers,
2021-Topps-MLS-BCS-16,BCS-16,Chris Mueller,Orlando City FC,,1,Topps,2021,Big City Strikers,
2021-Topps-MLS-BCS-17,BCS-17,Bradley Wright-Phillips,LAFC,,1,Topps,2021,Big City Strikers,
2021-Topps-MLS-BCS-18,BCS-18,Diego Valeri,Portland Timbers,,1,Topps,2021,Big City Strikers,
2021-Topps-MLS-FF-1,FF-1,Maxi Moralez,New York City FC,,1,Topps,2021,Flags of Foundation,
2021-Topps-MLS-FF-2,FF-2,Chicharito,LA Galaxy,,1,Topps,2021,Flags of Foundation,
2021-Topps-MLS-FF-3,FF-3,Alejandro Pozuelo,Toronto FC,,1,Topps,2021,Flags of Foundation,
2021-Topps-MLS-FF-4,FF-4,Josef Martinez,Atlanta United,,1,Topps,2021,Flags of Foundation,
2021-Topps-MLS-FF-5,FF-5,Carlos Vela,LAFC,,1,Topps,2021,Flags of Foundation,
2021-Topps-MLS-FF-6,FF-6,Andre Blake,Philadelphia Union,,1,Topps,2021,Flags of Foundation,
2021-Topps-MLS-FF-7,FF-7,Cristian Roldan,Seattle Sounders,,1,Topps,2021,Flags of Foundation,
2021-Topps-MLS-FF-8,FF-8,Stefan Frei,Seattle Sounders,,1,Topps,2021,Flags of Foundation,
2021-Topps-MLS-FF-9,FF-9,Harrison Afful,Columbus Crew,,1,Topps,2021,Flags of Foundation,
2021-Topps-MLS-FF-10,FF-10,Heber,New York City FC,,1,Topps,2021,Flags of Foundation,
2021-Topps-MLS-FF-11,FF-11,Edison Flores,DC United,,1,Topps,2021,Flags of Foundation,
2021-Topps-MLS-FF-12,FF-12,Ali Adnan,Vancouver Whitecaps,,1,Topps,2021,Flags of Foundation,
2021-Topps-MLS-FF-13,FF-13,Yuya Kubo,FC Cincinnati,,1,Topps,2021,Flags of Foundation,
2021-Topps-MLS-FF-14,FF-14,Daniel Royer,New York Red Bulls,,1,Topps,2021,Flags of Foundation,
2021-Topps-MLS-FF-15,FF-15,Marko Maric,Houston Dynamo,,1,Topps,2021,Flags of Foundation,
2021-Topps-MLS-FF-16,FF-16,Bradley Wright-Phillips,LAFC,,1,Topps,2021,Flags of Foundation,
2021-Topps-MLS-FF-17,FF-17,Julian Gressel,DC United,,1,Topps,2021,Flags of Foundation,
2021-Topps-MLS-FF-18,FF-18,Daniel Salloi,Sporting Kansas City,,1,Topps,2021,Flags of Foundation,
2021-Topps-MLS-FF-19,FF-19,Ola Kamara,DC United,,1,Topps,2021,Flags of Foundation,
2021-Topps-MLS-FF-20,FF-20,Nani,Orlando City SC,,1,Topps,2021,Flags of Foundation,
2021-Topps-MLS-FF-21,FF-21,Carles Gil,New England Revolution,,1,Topps,2021,Flags of Foundation,
2021-Topps-MLS-TS-1,TS-1,Efrain Alvarez,LA Galaxy,,1,Topps,2021,Team Spirit,
2021-Topps-MLS-TS-2,TS-2,Theo Bair,Vancouver Whitecaps,,1,Topps,2021,Team Spirit,
2021-Topps-MLS-TS-3,TS-3,Cole Bassett,Colorado Rapids,,1,Topps,2021,Team Spirit,
2021-Topps-MLS-TS-4,TS-4,Eduard Atuesta,LAFC,,1,Topps,2021,Team Spirit,
2021-Topps-MLS-TS-5,TS-5,Ike Opara,Minnesota United,,1,Topps,2021,Team Spirit,
2021-Topps-MLS-TS-6,TS-6,Aaron Herrera,Real Salt Lake,,1,Topps,2021,Team Spirit,
2021-Topps-MLS-TS-7,TS-7,Paxton Pomykal,FC Dallas,,1,Topps,2021,Team Spirit,
2021-Topps-MLS-TS-8,TS-8,James Sands,New York City FC,,1,Topps,2021,Team Spirit,
2021-Topps-MLS-TS-9,TS-9,Josef Martinez,Atlanta United,,1,Topps,2021,Team Spirit,
2021-Topps-MLS-TS-10,TS-10,Sam Vines,Colorado Rapids,,1,Topps,2021,Team Spirit,
2021-Topps-MLS-TS-11,TS-11,Raúl Ruidíaz,Seattle Sounders,,1,Topps,2021,Team Spirit,
2021-Topps-MLS-TS-12,TS-12,Andre Blake,Philadelphia Union,,1,Topps,2021,Team Spirit,
2021-Topps-MLS-TS-13,TS-13,Corey Baird,Real Salt Lake,,1,Topps,2021,Team Spirit,
2021-Topps-MLS-TS-14,TS-14,Stefan Frei,Seattle Sounders,,1,Topps,2021,Team Spirit,
2021-Topps-MLS-TS-15,TS-15,Bill Hamid,DC United,,1,Topps,2021,Team Spirit,
2021-Topps-MLS-TS-16,TS-16,Djordje Mihailović,Chicago Fire,,1,Topps,2021,Team Spirit,
2021-Topps-MLS-TS-17,TS-17,Brandon Servania,FC Dallas,,1,Topps,2021,Team Spirit,
2021-Topps-MLS-TS-18,TS-18,Memo Rodriguez,Houston Dynamo,,1,Topps,2021,Team Spirit,
